detector number; partition number; start time; end time; no of events inside; exposure; p0;p1;p2 
1; 0; 1.36274e+09; 1.36552e+09; 0; 0.186025; 15.6834; 0.856429; 6.49031e-07
1; 1; 1.36561e+09; 1.37148e+09; 0; 0.38793; 15.4279; 0.831602; -2.18551e-07
1; 2; 1.37335e+09; 1.37338e+09; 0; 0.00196614; 14.52; 0.83844; 1.28102e-06
1; 3; 1.37356e+09; 1.37526e+09; 0; 0.107778; 12.4999; 0.867505; 7.02659e-07
1; 4; 1.37536e+09; 1.37605e+09; 0; 0.0469378; 10.2586; 0.910616; 1.6034e-07
1; 5; 1.37632e+09; 1.37752e+09; 0; 0.0685077; 10.2579; 0.929281; 2.25233e-06
1; 6; 1.37762e+09; 1.37784e+09; 0; 0.0147401; 12.6135; 0.852269; -0.004897
1; 7; 1.3784e+09; 1.38124e+09; 0; 0.135981; 13.1201; 0.827228; -0.00489922
1; 8; 1.38132e+09; 1.38297e+09; 0; 0.0859476; 12.6023; 0.862743; 3.62282e-08
1; 9; 1.38306e+09; 1.38383e+09; 0; 0.0467167; 13.1608; 0.856964; 5.21217e-06
1; 10; 1.38503e+09; 1.38547e+09; 0; 0.0282362; 17.3981; 0.753148; 0.00248327
1; 11; 1.38574e+09; 1.38586e+09; 0; 0.00786178; 15.3846; 0.777517; 0.00248044
1; 12; 1.38937e+09; 1.38977e+09; 0; 0.0270873; 15.7883; 0.828712; 3.09847e-07
1; 13; 1.39057e+09; 1.39403e+09; 0; 0.226831; 16.3048; 0.793602; 5.71682e-07
1; 14; 1.39412e+09; 1.39642e+09; 0; 0.133202; 15.8361; 0.790505; 1.49561e-06
1; 15; 1.39655e+09; 1.39832e+09; 0; 0.108641; 31.7413; 0.79027; 2.28272e-06
1; 16; 1.39851e+09; 1.40267e+09; 0; 0.276544; 48.0587; 0.773465; 2.05813e-06
1; 17; 1.40319e+09; 1.40984e+09; 0; 0.435921; 31.8642; 0.763227; 1.05604e-06
1; 18; 1.40993e+09; 1.41215e+09; 0; 0.144486; 15.2895; 0.777187; 1.20541e-06
1; 19; 1.41227e+09; 1.42329e+09; 0; 0.604823; 13.7993; 0.871219; 1.20257e-06
1; 20; 1.42489e+09; 1.43074e+09; 0; 0.295351; 16.4865; 0.749374; 2.55978e-08
1; 21; 1.43092e+09; 1.44604e+09; 0; 0.92611; 18.1603; 0.704278; 2.68435e-06
1; 22; 1.44639e+09; 1.4557e+09; 0; 0.588133; 19.4264; 0.662999; 5.70251e-06
1; 23; 1.45611e+09; 1.46583e+09; 0; 0.525638; 18.4717; 0.696335; 4.90288e-06
1; 24; 1.46643e+09; 1.47514e+09; 0; 0.424591; 19.4264; 0.662999; 5.70251e-06
1; 25; 1.54141e+09; 1.55775e+09; 0; 1.02104; 21.6982; 0.703994; 0.0095165
1; 26; 1.55881e+09; 1.57287e+09; 0; 0.745373; 18.2984; 0.613295; 0.0102285
2; 0; 1.36274e+09; 1.36552e+09; 0; 0.185663; 15.1733; 0.642972; 0.0054065
2; 1; 1.36561e+09; 1.37148e+09; 0; 0.387174; 15.9711; 0.669802; 0.00113328
2; 2; 1.37335e+09; 1.37338e+09; 0; 0.00196231; 17.1112; 0.58831; -2.61995e-07
2; 3; 1.37356e+09; 1.37526e+09; 0; 0.107568; 15.5553; 0.631066; -1.66437e-07
2; 4; 1.37536e+09; 1.37605e+09; 0; 0.0468463; 14.9208; 0.652235; 3.74672e-07
2; 5; 1.37632e+09; 1.37752e+09; 0; 0.0683742; 15.2884; 0.665222; 7.14451e-07
2; 6; 1.37762e+09; 1.37784e+09; 0; 0.0147114; 15.7816; 0.681738; 0.000418796
2; 7; 1.3784e+09; 1.38124e+09; 0; 0.135716; 15.2732; 0.709773; 0.000418746
2; 8; 1.38132e+09; 1.38297e+09; 0; 0.0857801; 15.1708; 0.698939; -1.01738e-07
2; 9; 1.38306e+09; 1.38383e+09; 0; 0.0466256; 15.7237; 0.667381; 0.00254627
2; 10; 1.38503e+09; 1.38547e+09; 0; 0.0281811; 18.9596; 0.587139; 0.00178079
2; 11; 1.38574e+09; 1.38586e+09; 0; 0.00784646; 17.577; 0.601118; 0.000963183
2; 12; 1.38937e+09; 1.38977e+09; 0; 0.0270345; 19.1909; 0.550865; 0.001204
2; 13; 1.39057e+09; 1.39403e+09; 0; 0.226389; 19.3314; 0.560333; 0.00161551
2; 14; 1.39412e+09; 1.39642e+09; 0; 0.132943; 18.7787; 0.549452; 0.00231023
2; 15; 1.39655e+09; 1.40267e+09; 0; 0.384434; 18.4726; 0.545364; 0.00379726
2; 16; 1.40319e+09; 1.40984e+09; 0; 0.435071; 18.2718; 0.582378; 0.0018988
2; 17; 1.40993e+09; 1.41215e+09; 0; 0.144204; 19.2787; 0.557608; 0.00464844
2; 18; 1.41227e+09; 1.42329e+09; 0; 0.603644; 20.4585; 0.521903; 0.00464955
2; 19; 1.42489e+09; 1.43074e+09; 0; 0.294775; 19.4989; 0.632968; 9.11615e-07
2; 20; 1.43092e+09; 1.44604e+09; 0; 0.924305; 20.8808; 0.632847; 1.73115e-07
2; 21; 1.44639e+09; 1.4557e+09; 0; 0.586987; 22.0459; 0.552681; 4.32576e-08
2; 22; 1.45611e+09; 1.46583e+09; 0; 0.524614; 21.8999; 0.479121; 1.68932e-06
2; 23; 1.46643e+09; 1.47514e+09; 0; 0.423764; 22.1901; 0.483622; -6.44288e-08
2; 24; 1.54141e+09; 1.55775e+09; 0; 1.01905; 22.9844; 0.284434; 0.005425
2; 25; 1.55881e+09; 1.57287e+09; 0; 0.74392; 23.9032; 0.313671; 0.008129
3; 0; 1.36274e+09; 1.36552e+09; 0; 0.184471; 22.1482; 0.715803; -1.37229e-08
3; 1; 1.36561e+09; 1.37148e+09; 0; 0.384688; 21.7262; 0.698702; -2.32271e-07
3; 2; 1.42489e+09; 1.43074e+09; 0; 0.292883; 19.4192; 0.8524; 3.62159e-07
3; 3; 1.43092e+09; 1.44604e+09; 0; 0.918372; 21.769; 0.750656; 8.33031e-08
3; 4; 1.44639e+09; 1.4557e+09; 0; 0.583219; 19.5132; 0.792658; -5.25698e-07
3; 5; 1.45611e+09; 1.46583e+09; 0; 0.521246; 13.1256; 1.00696; 2.26987e-06
3; 6; 1.46643e+09; 1.47514e+09; 0; 0.421043; 16.3845; 0.898752; -1.06446e-06
3; 7; 1.50152e+09; 1.51915e+09; 0; 1.01886; 22.3864; 0.57192; 0.022762
3; 8; 1.54141e+09; 1.55775e+09; 0; 1.0125; 20.4975; 0.68461; 0.0121775
3; 9; 1.55881e+09; 1.57287e+09; 0; 0.739145; 20.8564; 0.8; 0.0150455
4; 0; 1.36274e+09; 1.36552e+09; 0; 0.186217; 17.7664; 0.839123; 0.00122706
4; 1; 1.36561e+09; 1.37148e+09; 0; 0.388331; 18.5776; 0.822844; 0.00122773
4; 2; 1.37335e+09; 1.37338e+09; 0; 0.00196818; 16.9574; 0.848234; 1.06389e-06
4; 3; 1.37356e+09; 1.37526e+09; 0; 0.10789; 17.4807; 0.75262; 0.00395719
4; 4; 1.37536e+09; 1.37605e+09; 0; 0.0469863; 17.1945; 0.739772; 0.00395802
4; 5; 1.37632e+09; 1.37752e+09; 0; 0.0685785; 16.8889; 0.79674; 8.90598e-07
4; 6; 1.37762e+09; 1.37784e+09; 0; 0.0147553; 16.8649; 0.819252; -2.1651e-07
4; 7; 1.3784e+09; 1.38124e+09; 0; 0.136122; 16.7437; 0.821089; -9.91839e-07
4; 8; 1.38132e+09; 1.38297e+09; 0; 0.0860364; 16.3187; 0.82232; 3.00044e-07
4; 9; 1.38306e+09; 1.38383e+09; 0; 0.046765; 15.452; 0.833818; 1.50931e-06
5; 0; 1.36274e+09; 1.36552e+09; 0; 0.184688; 14.1674; 0.625333; -1.10863e-07
5; 1; 1.36561e+09; 1.37148e+09; 0; 0.384166; 14.4316; 0.601652; -5.3082e-08
5; 2; 1.37335e+09; 1.37338e+09; 0; 0.00195202; 17.739; 0.590764; -4.18399e-07
5; 3; 1.37356e+09; 1.37526e+09; 0; 0.113321; 13.9803; 0.672701; 0.00345011
5; 4; 1.37536e+09; 1.37605e+09; 0; 0.0466005; 13.4926; 0.652029; 0.00636234
5; 5; 1.37632e+09; 1.37752e+09; 0; 0.0680154; 15.5844; 0.555672; 0.0029118
5; 6; 1.37762e+09; 1.37784e+09; 0; 0.0146342; 16.0981; 0.609843; 2.75288e-07
5; 7; 1.3784e+09; 1.38124e+09; 0; 0.135004; 12.9066; 0.763287; 8.07693e-07
5; 8; 1.38132e+09; 1.38297e+09; 0; 0.0853299; 12.3772; 0.734063; 5.2027e-07
5; 9; 1.38306e+09; 1.38383e+09; 0; 0.0473565; 14.9499; 0.595315; 0.00233578
5; 10; 1.38503e+09; 1.38547e+09; 0; 0.0280332; 18.5483; 0.680264; 8.47938e-07
5; 11; 1.38574e+09; 1.38586e+09; 0; 0.00780528; 17.4332; 0.704251; 1.53012e-06
5; 12; 1.38937e+09; 1.38977e+09; 0; 0.0268926; 19.902; 0.648348; 7.0889e-06
5; 13; 1.39056e+09; 1.39403e+09; 0; 0.226468; 18.5913; 0.762523; 7.04461e-06
5; 14; 1.39412e+09; 1.39643e+09; 0; 0.155077; 18.6631; 0.73999; 1.05501e-07
5; 15; 1.39655e+09; 1.39832e+09; 0; 0.10786; 18.562; 0.705502; 5.87768e-07
5; 16; 1.39851e+09; 1.40267e+09; 0; 0.275532; 19.9065; 0.723462; -2.07908e-07
5; 17; 1.40319e+09; 1.40984e+09; 0; 0.434739; 20.4794; 0.691443; -1.94385e-08
5; 18; 1.40993e+09; 1.41215e+09; 0; 0.143064; 20.2172; 0.667084; 2.18973e-08
5; 19; 1.41227e+09; 1.42329e+09; 0; 0.600938; 20.7988; 0.690796; -1.2251e-06
5; 20; 1.42489e+09; 1.43075e+09; 0; 0.286583; 22.0945; 0.752805; 1.75097e-06
5; 21; 1.43092e+09; 1.44603e+09; 0; 0.894606; 23.0309; 0.722108; -4.04704e-07
5; 22; 1.44639e+09; 1.4557e+09; 0; 0.557025; 23.6942; 0.665182; 2.54471e-07
5; 23; 1.45607e+09; 1.46583e+09; 0; 0.518907; 23.0287; 0.738816; 1.08224e-05
5; 24; 1.46647e+09; 1.47514e+09; 0; 0.394985; 23.8216; 0.627789; 3.55388e-07
5; 25; 1.47541e+09; 1.49061e+09; 0; 0.785481; 24.4467; 0.635464; 0.000500178
5; 26; 1.49527e+09; 1.50123e+09; 0; 0.329169; 19.9211; 0.681515; 0.001
5; 27; 1.50152e+09; 1.51915e+09; 0; 0.98736; 14.7704; 0.71989; 0.001
5; 28; 1.53235e+09; 1.5328e+09; 0; 0.0215464; 20.8876; 0.767009; 0.0080345
5; 29; 1.54141e+09; 1.55775e+09; 0; 1.01951; 22.102; 0.248683; 0.013258
5; 30; 1.55881e+09; 1.57287e+09; 0; 0.74229; 24.2615; 0.371916; 0.015364
6; 0; 1.36274e+09; 1.36552e+09; 0; 0.185325; 16.2705; 0.758872; 3.09579e-07
6; 1; 1.36561e+09; 1.37148e+09; 0; 0.385491; 15.6775; 0.802375; 1.8e-07
6; 2; 1.37335e+09; 1.37338e+09; 0; 0.00195875; 15.7649; 0.52393; -4.57372e-07
6; 3; 1.37356e+09; 1.37526e+09; 0; 0.113712; 15.7113; 0.497318; 0.00320251
6; 4; 1.37536e+09; 1.37605e+09; 0; 0.0467612; 15.7977; 0.486254; 0.00352255
6; 5; 1.37632e+09; 1.37752e+09; 0; 0.0682499; 15.7264; 0.546528; 0.000320091
6; 6; 1.37762e+09; 1.37784e+09; 0; 0.0146846; 15.374; 0.563502; 8.17137e-08
6; 7; 1.3784e+09; 1.38124e+09; 0; 0.13547; 15.0328; 0.538478; 4.03682e-08
6; 8; 1.38132e+09; 1.38297e+09; 0; 0.0856242; 15.3746; 0.523367; -3.34325e-07
6; 9; 1.38306e+09; 1.38383e+09; 0; 0.0475198; 15.0892; 0.548221; -3.29327e-07
6; 10; 1.38503e+09; 1.38547e+09; 0; 0.0281299; 16.8247; 0.483857; 0.00280552
6; 11; 1.38574e+09; 1.38586e+09; 0; 0.0078322; 16.067; 0.441047; 0.00280553
6; 12; 1.38937e+09; 1.38977e+09; 0; 0.0269853; 16.7691; 0.470564; -0.003705
6; 13; 1.39056e+09; 1.39403e+09; 0; 0.227249; 17.4037; 0.444087; -0.00370483
6; 14; 1.39412e+09; 1.39643e+09; 0; 0.155612; 16.4312; 0.476618; -3.88711e-08
6; 15; 1.39655e+09; 1.39832e+09; 0; 0.108232; 19.9085; 0.542271; 1.148e-07
6; 16; 1.39851e+09; 1.40267e+09; 0; 0.276482; 23.7651; 0.601347; 9.46239e-08
6; 17; 1.40319e+09; 1.40984e+09; 0; 0.436238; 19.5391; 0.560605; 8.42789e-07
6; 18; 1.40993e+09; 1.41215e+09; 0; 0.143558; 16.1793; 0.4785; 0.00292153
6; 19; 1.41227e+09; 1.42329e+09; 0; 0.60301; 16.9344; 0.487481; 0.00292096
6; 20; 1.42489e+09; 1.43075e+09; 0; 0.287571; 17.8955; 0.511241; 1.24703e-06
6; 21; 1.43092e+09; 1.44603e+09; 0; 0.897691; 18.8752; 0.525087; 2.83447e-06
6; 22; 1.44639e+09; 1.4557e+09; 0; 0.558946; 20.851; 0.506238; 1.56301e-06
6; 23; 1.45607e+09; 1.46583e+09; 0; 0.520696; 21.076; 0.572253; 1.27369e-06
6; 24; 1.46647e+09; 1.47514e+09; 0; 0.396348; 22.0484; 0.494066; -2.79983e-07
6; 25; 1.47541e+09; 1.49061e+09; 0; 0.788189; 21.6416; 0.497166; 0.00158086
6; 26; 1.49527e+09; 1.50123e+09; 0; 0.330304; 17.8475; 0.522215; 0.0041555
6; 27; 1.50152e+09; 1.51915e+09; 0; 0.990765; 18.6659; 0.498536; 0.0066725
6; 28; 1.53235e+09; 1.5328e+09; 0; 0.0216207; 22.5299; 0.374316; 0.004033
6; 29; 1.54141e+09; 1.55775e+09; 0; 1.02302; 20.1727; 0.187481; 0.007594
6; 30; 1.55881e+09; 1.57287e+09; 0; 0.74485; 19.4258; 0.535177; 0.002953
7; 0; 1.36274e+09; 1.36552e+09; 0; 0.183906; 14.4808; 0.691893; 1.58241e-07
7; 1; 1.36561e+09; 1.37148e+09; 0; 0.38254; 14.6577; 0.636563; 0.00586581
7; 2; 1.37335e+09; 1.37338e+09; 0; 0.00194375; 16.7109; 0.547692; 0.00648778
7; 3; 1.37356e+09; 1.37526e+09; 0; 0.112841; 16.9432; 0.5631; 0.00207394
7; 4; 1.37536e+09; 1.37605e+09; 0; 0.0464032; 15.9141; 0.564085; 0.00240704
7; 5; 1.37632e+09; 1.37752e+09; 0; 0.0677274; 16.2095; 0.572272; 0.00095474
7; 6; 1.37762e+09; 1.37784e+09; 0; 0.0145722; 16.4752; 0.615606; -3.16189e-07
7; 7; 1.3784e+09; 1.38124e+09; 0; 0.134432; 16.5751; 0.64151; 3.76095e-07
7; 8; 1.38132e+09; 1.38297e+09; 0; 0.0849687; 17.1557; 0.58504; 8.26013e-07
7; 9; 1.38306e+09; 1.38383e+09; 0; 0.047156; 16.6451; 0.579562; 3.27246e-07
7; 10; 1.38503e+09; 1.38547e+09; 0; 0.0279146; 16.6175; 0.660737; 3.45072e-06
7; 11; 1.38574e+09; 1.38586e+09; 0; 0.00777224; 16.2069; 0.634784; 0.00357445
7; 12; 1.38937e+09; 1.38977e+09; 0; 0.0267787; 18.101; 0.665803; -3.80288e-07
7; 13; 1.39056e+09; 1.39403e+09; 0; 0.225509; 18.8524; 0.70666; -1.34303e-06
7; 14; 1.39412e+09; 1.39832e+09; 0; 0.261825; 19.754; 0.709013; -1.92591e-06
7; 15; 1.39851e+09; 1.40267e+09; 0; 0.274365; 22.4132; 0.686874; -5.32455e-07
7; 16; 1.40319e+09; 1.40984e+09; 0; 0.432899; 22.5739; 0.651703; 0.00125037
7; 17; 1.40993e+09; 1.41215e+09; 0; 0.142459; 21.1315; 0.649168; 0.00125175
7; 18; 1.41227e+09; 1.42329e+09; 0; 0.598394; 23.2854; 0.654291; 1.89595e-06
7; 19; 1.42489e+09; 1.43075e+09; 0; 0.28537; 25.8269; 0.657724; 4.95989e-07
7; 20; 1.43092e+09; 1.44603e+09; 0; 0.890818; 27.0887; 0.69374; 1.48917e-06
7; 21; 1.44639e+09; 1.4557e+09; 0; 0.554667; 26.9822; 0.701871; 8.64979e-07
7; 22; 1.45607e+09; 1.46583e+09; 0; 0.51671; 19.6633; 0.7665; 1.75566e-06
7; 23; 1.46647e+09; 1.47514e+09; 0; 0.393313; 26.5498; 0.67108; 4.26017e-07
7; 24; 1.47541e+09; 1.49061e+09; 0; 0.782155; 27.3639; 0.669394; 0.000500213
7; 25; 1.49527e+09; 1.50123e+09; 0; 0.327776; 25.1363; 0.628119; 0.003459
7; 26; 1.50152e+09; 1.51915e+09; 0; 0.98318; 23.7743; 0.600189; 0.007231
7; 27; 1.53235e+09; 1.5328e+09; 0; 0.0214552; 29.2066; 0.614975; 0.0036245
7; 28; 1.54141e+09; 1.55775e+09; 0; 1.01519; 24.4749; 0.675547; 0.001
7; 29; 1.55881e+09; 1.57287e+09; 0; 0.739147; 26.9163; 0.574717; 0.006287
8; 0; 1.36274e+09; 1.36552e+09; 0; 0.184518; 13.1415; 0.605602; 0.0038371
8; 1; 1.36561e+09; 1.37148e+09; 0; 0.383812; 13.4771; 0.604215; 0.00391734
8; 2; 1.37335e+09; 1.37338e+09; 0; 0.00195022; 15.184; 0.502649; 0.00670078
8; 3; 1.37356e+09; 1.37526e+09; 0; 0.113216; 14.5501; 0.497537; 0.00752197
8; 4; 1.37536e+09; 1.37605e+09; 0; 0.0465575; 12.4232; 0.575794; 0.00438116
8; 5; 1.37632e+09; 1.37752e+09; 0; 0.0679527; 11.2601; 0.665665; 2.22445e-07
8; 6; 1.37762e+09; 1.37784e+09; 0; 0.0146207; 12.2343; 0.653686; 5.80502e-07
8; 7; 1.3784e+09; 1.38124e+09; 0; 0.13488; 12.3251; 0.663522; 9.40307e-07
8; 8; 1.38132e+09; 1.38297e+09; 0; 0.0852513; 11.9791; 0.660558; 0.00118938
8; 9; 1.38306e+09; 1.38383e+09; 0; 0.0473128; 12.3512; 0.620863; 0.00119031
8; 10; 1.38503e+09; 1.38547e+09; 0; 0.0280074; 17.0411; 0.655213; 0.00202692
8; 11; 1.38574e+09; 1.38586e+09; 0; 0.00779809; 16.1004; 0.623829; 0.00202498
8; 12; 1.38937e+09; 1.38977e+09; 0; 0.0268678; 14.6441; 0.587418; 0.00491789
8; 13; 1.39056e+09; 1.39403e+09; 0; 0.226259; 8.44074; 0.631116; 0.00929458
8; 14; 1.39412e+09; 1.39643e+09; 0; 0.154934; 7.25843; 0.676492; 0.00669829
8; 15; 1.39655e+09; 1.39832e+09; 0; 0.107761; 11.9756; 0.663546; 0.00574976
8; 16; 1.39851e+09; 1.40267e+09; 0; 0.275278; 14.6787; 0.623342; 0.00771893
8; 17; 1.40319e+09; 1.40984e+09; 0; 0.434339; 10.8371; 0.573145; 0.00815094
8; 18; 1.40993e+09; 1.41215e+09; 0; 0.142932; 9.90488; 0.577726; 0.0066124
8; 19; 1.41227e+09; 1.42329e+09; 0; 0.600384; 9.33876; 0.620646; 0.00409131
8; 20; 1.42489e+09; 1.43075e+09; 0; 0.286319; 25.1376; 0.675965; 3.97676e-07
8; 21; 1.43092e+09; 1.4557e+09; 0; 1.45029; 24.9285; 0.716784; 4.13036e-07
8; 22; 1.45607e+09; 1.46583e+09; 0; 0.518429; 19.9228; 0.799724; 3.15993e-07
8; 23; 1.46647e+09; 1.47514e+09; 0; 0.394621; 24.9285; 0.716784; 4.13036e-07
8; 24; 1.47541e+09; 1.49061e+09; 0; 0.784757; 27.0761; 0.712119; 0.000500207
8; 25; 1.53235e+09; 1.5328e+09; 0; 0.0215266; 33.4884; 0.163084; 0.011285
8; 26; 1.54141e+09; 1.55775e+09; 0; 1.01857; 26.9869; 0.460758; 0.011055
8; 27; 1.55881e+09; 1.57287e+09; 0; 0.741606; 27.8291; 0.69245; 0.0047145
9; 0; 1.36274e+09; 1.36552e+09; 0; 0.179909; 10.498; 0.563927; 0.0248306
9; 1; 1.36561e+09; 1.37148e+09; 0; 0.387456; 10.764; 0.570068; 0.0247604
9; 2; 1.37335e+09; 1.37338e+09; 0; 0.00196374; 11.2505; 0.594992; 0.0247295
9; 3; 1.37356e+09; 1.37526e+09; 0; 0.114002; 11.2539; 0.588133; 0.0236624
9; 4; 1.37536e+09; 1.37605e+09; 0; 0.0468805; 11.2572; 0.581273; 0.0225954
9; 5; 1.37632e+09; 1.37752e+09; 0; 0.0684241; 5.6286; 0.702073; 0.0208509
9; 6; 1.37762e+09; 1.37784e+09; 0; 0.0147221; 0.000849664; 0.804912; 0.0203721
9; 7; 1.37841e+09; 1.38124e+09; 0; 0.134833; 8.04995; 0.393492; 0.022894
9; 8; 1.38132e+09; 1.38297e+09; 0; 0.0858427; 15.2432; 3.08779e-05; 0.025212
9; 9; 1.38306e+09; 1.38383e+09; 0; 0.0476411; 15.2305; 2.55684e-05; 0.0260042
9; 10; 1.54141e+09; 1.55775e+09; 0; 0.994978; 11.4311; 0.01; 0.0272765
9; 11; 1.55881e+09; 1.57287e+09; 0; 0.546134; 11.4711; 0.125991; 0.028276
10; 0; 1.36274e+09; 1.36552e+09; 0; 0.180263; 14.836; 0.329141; 0.00458915
10; 1; 1.36561e+09; 1.37148e+09; 0; 0.388219; 13.7521; 0.347431; 0.00532049
10; 2; 1.37335e+09; 1.37338e+09; 0; 0.00196761; 10.2158; 0.426172; 0.00327084
10; 3; 1.37356e+09; 1.37526e+09; 0; 0.114226; 9.14145; 0.451686; 7.5419e-07
10; 4; 1.37536e+09; 1.37605e+09; 0; 0.0469728; 9.1985; 0.465432; 3.0792e-07
10; 5; 1.37632e+09; 1.37752e+09; 0; 0.0685588; 9.40334; 0.482611; 2.85723e-08
10; 6; 1.37762e+09; 1.37784e+09; 0; 0.0147511; 8.95672; 0.498656; -1.99115e-07
10; 7; 1.37841e+09; 1.38383e+09; 0; 0.268845; 8.36231; 0.511267; -5.93725e-07
10; 8; 1.54141e+09; 1.55775e+09; 0; 0.996937; 10.0336; 0.366968; 0.0087835
10; 9; 1.55881e+09; 1.57287e+09; 0; 0.547209; 10.7061; 0.33523; 0.009958
11; 0; 1.36274e+09; 1.36552e+09; 0; 0.179451; 11.2492; 0.521009; 0.0133739
11; 1; 1.36561e+09; 1.37148e+09; 0; 0.38647; 10.538; 0.633759; 0.0219979
11; 2; 1.37335e+09; 1.37526e+09; 0; 0.11567; 12.0357; 0.589579; 0.0223263
11; 3; 1.37536e+09; 1.37605e+09; 0; 0.0467612; 8.09821; 0.741008; 0.0111632
11; 4; 1.37632e+09; 1.37752e+09; 0; 0.0682499; 3.38269; 0.869993; 0.00438944
11; 5; 1.37762e+09; 1.37784e+09; 0; 0.0146846; 2.60465; 0.847549; 0.00877873
11; 6; 1.37841e+09; 1.38124e+09; 0; 0.13449; 2.20995; 0.840026; 0.0095836
11; 7; 1.38132e+09; 1.38383e+09; 0; 0.133144; 1.81526; 0.832503; 0.0103885
11; 8; 1.38503e+09; 1.38547e+09; 0; 0.0269055; 14.0037; 0.559841; 6.14551e-07
11; 9; 1.38574e+09; 1.38586e+09; 0; 0.0078322; 13.5201; 0.545874; 0.000929138
11; 10; 1.38937e+09; 1.38977e+09; 0; 0.0269854; 13.1975; 0.498496; -0.00355808
11; 11; 1.39056e+09; 1.39643e+09; 0; 0.382139; 14.5351; 0.421496; -0.00711547
11; 12; 1.39655e+09; 1.39832e+09; 0; 0.108868; 26.1989; 0.268062; 0.00097103
11; 13; 1.39851e+09; 1.40272e+09; 0; 0.27302; 36.7734; 0.359864; 0.00453021
11; 14; 1.40319e+09; 1.40984e+09; 0; 0.43526; 23.8372; 0.569034; 0.00339093
11; 15; 1.40993e+09; 1.41215e+09; 0; 0.141211; 11.9902; 0.532969; 0.00677897
11; 16; 1.41227e+09; 1.42329e+09; 0; 0.602954; 12.1868; 0.559385; 0.00338943
11; 17; 1.42489e+09; 1.43074e+09; 0; 0.290698; 13.0902; 0.584011; 0.00170746
11; 18; 1.43092e+09; 1.44603e+09; 0; 0.915206; 13.8651; 0.606523; 0.0017075
11; 19; 1.44639e+09; 1.4557e+09; 0; 0.585865; 14.2335; 0.62979; 4.39933e-08
11; 20; 1.50152e+09; 1.51915e+09; 0; 1.05869; 14.7906; 0.598657; 0.004507
11; 21; 1.54141e+09; 1.55775e+09; 0; 0.992446; 17.6638; 0.397842; 0.0086745
11; 22; 1.55881e+09; 1.57287e+09; 0; 0.544743; 18.7751; 0.346799; 0.010149
12; 0; 1.36274e+09; 1.36552e+09; 0; 0.180211; 10.75; 0.563782; 0.00839037
12; 1; 1.36561e+09; 1.37148e+09; 0; 0.388107; 10.3951; 0.632837; 0.00516822
12; 2; 1.37335e+09; 1.37338e+09; 0; 0.00196704; 10.3784; 0.604449; 0.00877435
12; 3; 1.37356e+09; 1.37526e+09; 0; 0.114193; 8.86664; 0.665498; 0.00566076
12; 4; 1.37536e+09; 1.37605e+09; 0; 0.0469593; 8.89049; 0.656604; 0.00262404
12; 5; 1.37632e+09; 1.37752e+09; 0; 0.068539; 9.40291; 0.64959; 0.00214559
12; 6; 1.37762e+09; 1.37784e+09; 0; 0.0147468; 8.39879; 0.675322; 0.00175068
12; 7; 1.37841e+09; 1.38124e+09; 0; 0.13506; 7.9969; 0.685525; 3.73626e-07
12; 8; 1.38132e+09; 1.38297e+09; 0; 0.0859869; 9.12852; 0.636647; 0.00358625
12; 9; 1.38306e+09; 1.38383e+09; 0; 0.0477211; 9.78919; 0.587555; 0.00858992
12; 10; 1.38503e+09; 1.38547e+09; 0; 0.0270195; 10.6056; 0.666158; 0.00438494
12; 11; 1.38574e+09; 1.38586e+09; 0; 0.00786538; 10.2171; 0.632608; 0.00438463
12; 12; 1.38937e+09; 1.38977e+09; 0; 0.0270997; 12.3088; 0.593365; 0.00801827
12; 13; 1.39056e+09; 1.39403e+09; 0; 0.228211; 11.6199; 0.596929; 0.007893
12; 14; 1.39412e+09; 1.39643e+09; 0; 0.155546; 10.2679; 0.629366; 0.00647352
12; 15; 1.39655e+09; 1.39832e+09; 0; 0.109329; 10.2605; 0.61748; 0.00793334
12; 16; 1.39851e+09; 1.40272e+09; 0; 0.274176; 13.4178; 0.578697; 0.00901946
12; 17; 1.40319e+09; 1.40984e+09; 0; 0.437103; 14.3276; 0.516074; 0.0102737
12; 18; 1.40993e+09; 1.41215e+09; 0; 0.141809; 13.0499; 0.448734; 0.0112845
12; 19; 1.41227e+09; 1.42329e+09; 0; 0.605508; 13.6361; 0.445098; 0.0106254
12; 20; 1.42489e+09; 1.43074e+09; 0; 0.291929; 11.8518; 0.572046; 0.00940806
12; 21; 1.43092e+09; 1.44603e+09; 0; 0.919083; 12.0676; 0.617313; 0.00669438
12; 22; 1.44639e+09; 1.4557e+09; 0; 0.588347; 12.1787; 0.620609; 0.00589345
13; 0; 1.36274e+09; 1.36552e+09; 0; 0.178923; 12.7754; 0.727471; 1.75091e-06
13; 1; 1.36561e+09; 1.37148e+09; 0; 0.385333; 12.5556; 0.72612; 0.00131219
13; 2; 1.37335e+09; 1.37338e+09; 0; 0.00195298; 15.1601; 0.663566; 2.64533e-07
13; 3; 1.37356e+09; 1.37526e+09; 0; 0.113377; 14.0304; 0.650686; 2.51201e-07
13; 4; 1.37536e+09; 1.37605e+09; 0; 0.0466235; 13.2432; 0.635707; 0.00230555
13; 5; 1.37632e+09; 1.37752e+09; 0; 0.0680491; 14.3699; 0.605695; 0.00612328
13; 6; 1.37762e+09; 1.37784e+09; 0; 0.0146414; 14.5276; 0.616659; 0.00381899
